Genesis	ᎼᏏ ᎢᎬᏱᏱ ᎤᏬᏪᎳᏅᎯ
He said, "Peace be to you. Don't be afraid. Your God, and the God of your father, has given you treasure in your sacks. I received your money." He brought Simeon out to them.	ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᏅᏩᏙᎯᏯᏛ ᎢᏣᏤᎵᎦ ᎨᏎᏍᏗ; ᏞᏍᏗ ᏱᏥᏍᎦᎢᎮᏍᏗ; ᎤᏁᎳᏅᎯ ᎢᏣᏤᎵᎦ, ᎠᎴ ᎢᏥᏙᏓ ᎤᏤᎵᎦ ᎤᏁᎳᏅᎯ ᎢᏥᏁᎸ ᏧᎬᏩᎶᏗ ᏕᎦᎶᏗᎯ; ᎠᏴ ᏛᎩᏁᎸ ᏗᏣᏤᎵ ᎠᏕᎸ. ᏏᎻᏯᏂᏃ ᏚᏘᏃᎮᎴᎢ.
The man brought the men into Joseph's house, and gave them water, and they washed their feet. He gave their donkeys fodder.	ᎾᏍᎩᏃ ᎠᏍᎦᏯ ᏦᏩ ᎦᏁᎸ ᏫᏚᏘᏃᎴ ᎠᏂᏍᎦᏯ, ᎠᎴ ᎠᎹ ᏚᏁᏁᎴᎢ, ᏧᎾᎳᏏᏕᏂᏃ ᏑᏃᏑᎴᎡᎢ; ᎠᎴ ᏗᏂᎵᎠᏅᎯᏛ ᎤᎾᎵᏍᏓᏴᏗ ᏚᏁᎴᎢ.
They prepared the present for Joseph's coming at noon, for they heard that they should eat bread there.	ᎠᎴ ᎤᎾᏛᏅᎢᏍᏔᏁ ᎤᏂᏁᎸᏗ ᎨᏒ ᎠᏏ ᎢᎦ ᏂᎬᏒᎾ ᏦᏩ ᎾᎯᏳ ᎤᎷᎯᏍᏗᏱ ᎨᏒᎢ; ᎤᎾᏛᎦᏁᏰᏃ ᎾᎿ ᏗᎾᎵᏍᏓᏴᏂᏒᎢ.
When Joseph came home, they brought him the present which was in their hand into the house, and bowed themselves down to him to the earth.	ᏦᏩᏃ ᏭᎷᏨ ᏧᏪᏅᏒᎢ, ᎤᏂᏁᏗ ᎠᏂᏰᎲ ᏔᎵᏦᏕ ᎤᏂᏴᏔᏁᎢ, ᎠᎴ ᎡᎳᏗ ᏂᎬᏩᏛᏁᎴᎢ.
He asked them of their welfare, and said, "Is your father well, the old man of whom you spoke? Is he yet alive?"	ᎠᎴ ᏚᏛᏛᏁ ᏙᎯ ᏄᎾᏛᎾᏕᎬᎢ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎢᏥᏙᏓᏍᎪ ᏙᎯᏱᏉ, ᎾᏍᎩ ᎤᏛᏐᏅᎯ ᏤᏥᏁᎢᏍᏗᏍᎬᎩ? ᎠᏏᏉᏍᎪ ᎡᎭ
They said, "Your servant, our father, is well. He is still alive." They bowed down humbly.	ᎯᎠᏃ ᏄᏂᏪᏎᎢ, ᎯᏅᏏᏓᏍᏗ ᎣᎩᏙᏓ ᏙᎯᏱᏉ, ᎠᏏᏉ ᎡᎭ; ᎠᎴ ᎡᎳᏗ ᏂᏚᏅᏁᎴ ᏗᏂᏍᎪᎵ, ᎠᎴ ᏚᎾᏗᏌᏓᏕᎢ.
He lifted up his eyes, and saw Benjamin, his brother, his mother's son, and said, "Is this your youngest brother, of whom you spoke to me?" He said, "God be gracious to you, my son."	ᏗᎦᏙᎵᏃ ᏚᏌᎳᏓᏁᎢ, ᎠᎴ ᎤᏅᏟ ᏇᏂ ᎤᎪᎮᎢ, ᎾᏍᎩ ᎤᏥ ᎤᏪᏥ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎯᎠᏍᎪ ᎢᏥᏅᏟ, ᎾᏍᎩ ᏥᏍᎩᏁᎢᏍᏓᏁᎲᎩ? ᎯᎠᏃ ᏄᏪᏎᎢ, ᎤᏁᎳᏅᎯ ᏫᏣᏙᎵᎩ, ᎠᏇᏥ.
Joseph hurried, for his heart yearned over his brother; and he sought a place to weep. He entered into his room, and wept there.	ᏦᏩᏃ ᎤᎵᏍᏗ ᏄᏛᏁᎴᎢ; ᎭᏫᏂᏰᏃ ᎤᎵᏖᎸᎾᏁᎴ ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᎤᏅᏟ; ᎠᎴ ᎤᏲᎴ ᎢᎸᎯᏢ ᏧᏠᏱᏍᏗᏱ; ᎠᎴ ᎧᏅᏑᎸ ᎤᏴᏍᏗᏱ ᏭᏴᎴᎢ, ᎠᎴ ᎾᎿ ᏚᏠᏱᎴᎢ.
He washed his face, and came out. He controlled himself, and said, "Serve the meal."	ᎤᎬᏍᏉᎡᏃ, ᎠᎴ ᎤᏄᎪᏤᎢ, ᎠᎴ ᎬᏩᏛᏂᎡᏉ, ᎠᎴ ᎯᎠ ᏄᏪᏎᎢ, ᎠᎵᏍᏓᏴᏗ ᎢᏥᏝᎲᎦ.
They served him by himself, and them by themselves, and the Egyptians, that ate with him, by themselves, because the Egyptians don't eat bread with the Hebrews, for that is an abomination to the Egyptians.	ᎠᎴ ᎤᏩᏒ ᏕᎬᏩᏝᏁᎴᎢ, ᎠᎴ ᎠᎾᎵᏅᏟ ᎤᏅᏒ, ᎠᎴ ᎢᏥᏈᏱ ᎠᏁᎯ ᎠᎵᏍᏓᏴᎲᏍᎬ ᎠᎾᎵᏍᏓᏴᎲᏍᎩ, ᎾᏍᏉ ᎤᏅᏒ ᏙᎨᏥᏝᏁᎴᎢ; ᎢᏥᏈᏱᏰᏃ ᎠᏁᎯ ᎥᏝ ᎢᏧᎳᎭ ᎬᏩᎾᎵᏍᏓᏴᏗ ᏱᎨᏎ ᎠᏂᏈᎷ; ᎾᏍᎩᏴᏃ ᎤᏍᎦᎢᏍᏗᏳ ᎤᏂᏰᎸᏎ ᎢᏥᏈᏱ ᎠᏁᎯ.
They sat before him, the firstborn according to his birthright, and the youngest according to his youth, and the men marveled one with another.	ᎠᎴ ᎤᏬᎸ ᎢᎬᏱᏢ ᎠᏂᏁᎢ, ᎤᏓᏂᎵᎨ ᎢᎬᏱ ᎤᏪᏁᎢ, ᎣᏂᏃ ᎡᎯ ᎾᏍᎩᏯ ᏄᏍᏛ ᎤᏕᏔᏅ ᎤᏪᏁᎢ; ᎠᏂᏍᎦᏯᏃ ᎤᏅᏒ ᏓᎾᏓᏍᏆᏂᎪᏍᎨᎢ.
He sent portions to them from before him, but Benjamin's portion was five times as much as any of theirs. They drank, and were merry with him.	ᎢᎬᏱᏗᏢᏃ ᎤᏬᎸ ᎠᏝᎲ ᏫᏚᏁᎴ ᏧᎾᏁᎳᎩᎭ ᎠᎵᏍᏓᏴᏗ; ᎠᏎᏃ ᏇᏂ ᏩᏥᏁᎸᎯ ᎾᏍᎩ ᎢᏳᏩᎫᏗ ᎤᎶᏒᏍᏕ ᎠᏂᏐᎢ ᎢᎩ ᎨᏥᏁᎸᎢ. ᏚᎾᏗᏔᎮᏃ ᎠᎴ [ᏦᏩ] ᎢᏧᎳᎭ ᎣᏍᏛ ᎤᎾᏓᏅᏓᏕᎢ.
Chapter 44	ᎠᏯᏙᎸᎢ 44
He commanded the steward of his house, saying, "Fill the men's sacks with food, as much as they can carry, and put each man's money in his sack's mouth.	ᎠᎴ ᎤᏁᏤᎴ ᎦᏁᎸ ᏄᎬᏫᏳᏌᏕᎩ, ᎯᎠ ᏄᏪᏎᎢ, ᎯᎠ ᎠᏂᏍᎦᏯ ᏕᎦᎶᏗ ᏧᎾᏤᎵ ᏘᎧᎵᏏ ᎠᎴᏍᏓᏴᏗ ᏘᎧᎵᏍᏓᏏ, ᎢᎦᎢ ᎬᏩᏂᏴᏍᏗ ᎬᏒᎢ, ᎠᎴ ᎠᏂᏏᏴᏫᎭ ᏧᎾᏤᎵᎦ ᎠᏕᎸ ᏕᎦᎶᏗᎯ ᏓᎱᏃᎲ ᏕᎩᎳᏁᎸᎭ.
Put my cup, the silver cup, in the sack's mouth of the youngest, with his grain money." He did according to the word that Joseph had spoken.	ᎠᎴ ᎠᏆᏤᎵ ᎤᎵᏍᏈᏗ, ᎠᏕᎸ ᎤᏁᎬ ᎪᏢᏔᏅᎯ ᎯᎳᏏ ᎠᎱᏃᎲ ᏕᎦᎶᏗᎯ ᎾᏍᎩ ᎣᏂ ᎡᎩ, ᎠᎴ ᎾᏍᏉ ᎠᏕᎸ ᎤᏣᎴᏍᏗ ᎤᏩᎯᏍᏔᏅᎯ [ᏦᏙᎯᎳᏏ.] ᎠᎴ ᎾᏍᎩᏯ ᏦᏩ ᎤᏁᏤᎸ ᏄᏛᏁᎴᎢ.
As soon as the morning was light, the men were sent away, they and their donkeys.	ᏑᎾᎴᏃ ᎩᎳ ᏧᎩᏥᏍᎪᎢ, ᎠᏂᏍᎦᏯ ᎨᎦᏂᎩᏍᏔᏁᎢ, ᎤᏅᏒ, ᎠᎴ ᏗᏂᎵᎠᏅᎯᏛ.
When they had gone out of the city, and were not yet far off, Joseph said to his steward, "Up, follow after the men. When you overtake them, ask them, 'Why have you rewarded evil for good?	ᎤᏂᏄᎪᏨᏃ ᎦᏚᎲᎢ, ᎠᎴ ᎥᏝ ᎠᏏ ᎢᏅᎯᏳ ᏱᏩᎾᎢᏎᎢ, ᏦᏩ ᎯᎠ ᏄᏪᏎᎴ ᎦᏁᎸ ᏄᎬᏫᏳᏌᏕᎩ, ᏔᎴᎲᎦ, ᎩᎨᎱᎦ ᎾᏍᎩ ᎠᏂᏍᎦᏯ; ᎠᎴ ᎿᏉ ᏫᎩᏯᏢᏔᎲᎭ, ᎯᎠ ᏂᎩᏪᏎᎸᎭ, ᎦᏙᏃ ᎣᏍᏛ ᏁᏣᏛᏁᎸ ᎤᏲᏉ ᎥᏣᏓᎫᏴᏓᏏ?
Isn't this that from which my lord drinks, and by which he indeed divines? You have done evil in so doing.'"	ᏝᏍᎪ ᎾᏍᎩ ᎯᎠ ᎠᎩᏅᏏᏓᏍᏗ ᎤᏗᏔᏍᏙᏗ ᏱᎩ? ᎠᎴ ᎤᏙᎯᏳᏒ ᎾᏍᎩ ᎬᏩᏙᎴᎰᎯᏍᏙᏗ ᎨᏒᎢ; ᎤᏲ ᏂᏣᏛᎦ ᎾᏍᎩ ᏥᏂᏣᏛᏁᎸ.
He overtook them, and he spoke these words to them.	ᏫᏚᏢᏔᎮᏃ, ᎠᎴ ᎾᏍᎩᏯ ᏫᏂᏚᏪᏎᎴᎢ.
They said to him, "Why does my lord speak such words as these? Far be it from your servants that they should do such a thing!	ᎯᎠᏃ ᏂᎬᏩᏪᏎᎴᎢ, ᎦᏙᏃ ᎾᏍᎩ ᏂᎦᏪᎭ ᎤᎬᏫᏳᎯ ᎣᎦᏤᎵ? ᎬᏩᏟᏍᏗ ᏘᏅᏏᏓᏍᏗ ᎾᏍᎩ ᎢᏳᎾᏛᏁᏗᏱ.
Behold, the money, which we found in our sacks' mouths, we brought again to you out of the land of Canaan. How then should we steal silver or gold out of your lord's house?	ᎬᏂᏳᏉ ᎠᏕᎸ ᎾᏍᎩ ᏥᏙᎩᏩᏛᎲ ᏓᎱᏃᎲ ᏕᎦᎶᏗᎯ ᏔᎵᏁ ᏥᏙᏨᏲᎮᎸᎩ ᎨᎾᏂ ᏥᏙᏛᎣᎩᏴᏍᏔᏅᎩ; ᎦᏙᏃ ᏲᏥᏃᏍᎩᎭ ᏣᏅᏏᏙᎯ ᎦᏁᎸ ᎠᏕᎸ ᎤᏁᎬ ᎠᎴ ᎠᏕᎸ ᏓᎶᏂᎨᎢ?
With whomever of your servants it is found, let him die, and we also will be my lord's bondservants."	ᎩᎶ ᎯᎠ ᏘᏅᏏᏓᏍᏗ ᎠᏥᏩᏛᎡᎸᎭ, ᎾᏍᎩ ᎤᏲᎱᎯᏍᏗ ᎨᏎᏍᏗ, ᎠᏴᏃ ᎾᏍᏉ ᏣᎬᏫᏳᎯ ᏗᏍᎩᎾᏝᎢ ᏂᎦᎵᏍᏔᏅᎭ.
He said, "Now also let it be according to your words: he with whom it is found will be my bondservant; and you will be blameless."	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎢᏥᏁᏨᎪᎦ ᎾᏍᎩᏯ ᏄᏍᏕᏍᏗ, ᎩᎶ ᎾᏍᎩ ᎠᏥᏩᏛᎡᎸᎭ ᏥᏅᏏᏓᏍᏗ ᎨᏎᏍᏗ; ᏂᎯᏃ ᎢᏣᏚᏓᎴᏛ ᎨᏎᏍᏗ.
Then they hurried, and each man took his sack down to the ground, and each man opened his sack.	ᎿᏉᏃ ᎠᏂᏏᏴᏫᎭ ᎤᎵᏍᏗᏳ ᏚᏂᏞᏎ ᏕᎦᎶᏗ, ᎡᎳᏗᏃ ᏚᏂᏅᏁᎢ, ᎠᎴ ᎠᏂᏏᏴᎭ ᏚᏂᎱᏃᏴᎮ ᏧᎾᏤᎵ ᏕᎦᎶᏗ.
He searched, beginning with the eldest, and ending at the youngest. The cup was found in Benjamin's sack.	ᎤᏲᎴᏃ, ᎠᏓᏂᎵᎨ ᎤᏤᎵ ᎤᎴᏅᏔᏁᎢ, ᎠᎴ ᎣᏂᏱ ᎡᎯ ᏭᏍᏆᏗᏍᏔᏁᎢ; ᎤᎵᏍᏈᏗᏃ ᏇᏂ ᎤᏤᎵ ᏕᎦᎶᏗᎯ ᎤᏩᏛᎮᎢ.
Then they tore their clothes, and each man loaded his donkey, and returned to the city.	ᎿᏉᏃ ᏚᏂᏣᎦᎸᎮ ᏧᎾᏄᏬ, ᎠᎴ ᎠᏂᏏᏴᏫᎭ ᏚᏂᏐᏈᎳᏁ ᏧᎾᏤᎵ ᏗᏂᎵᎠᏅᎯᏛ, ᎠᎴ ᎤᎾᏨᏎ ᏗᎦᏚᎲ ᏭᏂᎶᏎᎢ.
Judah and his brothers came to Joseph's house, and he was still there. They fell on the ground before him.	ᏧᏓᏃ ᎠᎴ ᎾᏍᎩ ᎠᎾᎵᏅᏟ ᏦᏩ ᎦᏁᎸ ᏭᏂᎷᏤᎢ; ᎾᏍᎩᏃ ᎠᏏᏉ ᎾᎿ ᎡᏙᎮᎢ; ᎢᎬᏱᏗᏢᏃ ᎤᏬᎸ ᎦᏙᎯ ᏚᎾᏓᏅᏁᎢ.
Joseph said to them, "What deed is this that you have done? Don't you know that such a man as I can indeed divine?"	ᏦᏩᏃ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎦᏙᏉ ᎢᏣᏛᎦ? ᏝᏍᎪ ᏱᏥᎦᏔᎮ ᎠᏴ ᎾᏍᎩ ᎢᏯᏆᏍᏗ ᎤᏙᎯᏳᎯᏯ ᎬᏆᏙᎴᎰᎯᏍᏗ ᎨᏒᎢ?
Judah said, "What will we tell my lord? What will we speak? Or how will we clear ourselves? God has found out the iniquity of your servants. Behold, we are my lord's bondservants, both we, and he also in whose hand the cup is found."	ᏧᏓᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎦᏙ ᏓᏨᏲᏎᎵ ᏣᎬᏫᏳᎯ? ᎠᎴ ᎦᏙ ᏓᏲᏣᏛᏂ? ᎠᎴ ᎦᏙ ᏓᏲᏣᏛᏁᎵ ᎣᎦᏚᏓᎴᏍᏗᏱ? ᎤᏁᎳᏅᎯ ᎤᏙᎴᎰᏒ ᎤᏂᏍᎦᏅᏨ ᏘᏅᏏᏓᏍᏗ; ᎬᏂᏳᏉ, ᏣᎬᏫᏳᎯ ᏕᏍᎩᎾᏝᎠ, ᎠᏴ ᎠᎴ ᎾᏍᏉ Ꮎ ᎤᎵᏍᏈᏗ ᎠᏥᏩᏛᎡᎸᎯ.
He said, "Far be it from me that I should do so. The man in whose hand the cup is found, he will be my bondservant; but as for you, go up in peace to your father."	ᎯᎠᏃ ᏄᏪᏎᎢ, ᎬᏩᏟᏍᏗ ᎾᏍᎩ ᎢᏯᏆᏛᏁᏗᏱ; ᎤᎵᏍᏈᏗᏍᎩᏂ ᎠᏥᏩᏛᎡᎸᎯ, ᎾᏍᎩ ᏥᎾᏝᎢ ᎨᏎᏍᏗ; ᏂᎯᏍᎩᏂ ᏅᏩᏙᎯᏯᏛ ᏥᏣᏂᎩ ᎢᏥᏙᏙᏱ ᏫᏥᎶᎯ.
Then Judah came near to him, and said, "Oh, my lord, please let your servant speak a word in my lord's ears, and don't let your anger burn against your servant; for you are even as Pharaoh.	ᎿᏉᏃ ᏧᏓ ᎾᎥ ᏭᎷᏤᎴᎢ, ᎠᎴ ᎯᎠ ᏫᏄᏪᏎᎴᎢ, ᏣᎬᏫᏳᎯ ᎠᏆᏤᎵ ᎬᏔᏲᏏ ᎯᏅᏏᏓᏍᏗ ᏌᏉ ᎢᎧᏁᏨᎯ ᏣᏁᏤᏗᏱ, ᏣᎬᏫᏳᎯ ᎠᏆᏤᎵ; ᎠᎴ ᏞᏍᏗ ᏱᎾᎸᏤᎴᏍᏗ ᎯᏅᏏᏓᏍᏗ; ᏇᎵᏲᏰᏃ ᏄᏍᏛ ᎾᏍᎩᏯ ᏂᏣᏍᏗ ᏂᎯ.
My lord asked his servants, saying, 'Have you a father, or a brother?'	ᏂᎯᏰᏃ ᏣᎬᏫᏳᎯ ᏕᎭᏛᏛᏅᎩ ᏘᏅᏏᏓᏍᏗ, ᎯᎠ ᏥᏂᏣᏪᏒᎩ, ᏥᎪ ᎢᏥᏙᏓ ᎡᎭ, ᎠᎴ ᎢᏥᏅᏟ?
We said to my lord, 'We have a father, an old man, and a child of his old age, a little one; and his brother is dead, and he alone is left of his mother; and his father loves him.'	ᎠᎴ ᎯᎠ ᏥᏂᏨᏪᏎᎸᎩ ᏣᎬᏫᏳᎯ, ᎣᎩᏙᏓ ᎡᎭ, ᎤᏛᏐᏅᎯ, ᎠᎴ ᎤᏪᏥ ᎤᏛᏐᏅᎯ ᎨᏒ ᎤᏕᏁᎸᎢ, ᎠᏲᎵᏉ; ᎤᏂᎵᏃ ᎤᏲᎱᏒ, ᎠᎴ ᎤᏩᏒ ᎤᏕᎯᏴ ᎤᏥ ᏧᏪᏥᏛᎯ, ᎤᏙᏓᏃ ᎤᎨᏳᎯᏳ ᎢᎩ.
You said to your servants, 'Bring him down to me, that I may set my eyes on him.'	ᏘᏅᏏᏓᏍᏗᏃ ᎯᎠ ᏥᏂᏕᎯᏪᏎᎸᎩ, ᏍᎩᏯᏘᏃᎮᎸᎭ, ᎠᎴ ᎾᏍᎩ ᏕᏥᏯᎦᎿᏅᎭ.
We said to my lord, 'The boy can't leave his father: for if he should leave his father, his father would die.'	ᎠᎴ ᎯᎠ ᏥᏂᏨᏪᏎᎸᎩ ᏣᎬᏫᏳᎯ, ᎠᏫᏄᏣ ᎥᏝ ᎬᏮᏕᎢᏍᏗ ᏱᎩ ᎤᏙᏓ; ᎢᏳᏰᏃ ᎤᏙᏓ ᏳᏮᏕᏨ, [ᎤᏙᏓ] ᏯᏲᎱᎯ.
You said to your servants, 'Unless your youngest brother comes down with you, you will see my face no more.'	ᎠᎴ ᎯᎠ ᏥᏂᏕᎯᏪᏎᎸᎩ ᏘᏅᏏᏓᏍᏗ, ᎢᏳᏃ ᏁᏣᏘᏃᎸᎾ ᎢᎨᏎᏍᏗ ᎣᏂ ᎡᎯ ᎢᏥᏅᏟ, ᎥᏝ ᎿᏉ ᎢᎸᎯᏳ ᏴᎨᏥᎪᏩᏛ ᎠᏆᎧᏛᎢ.
It happened when we came up to your servant my father, we told him the words of my lord.	ᎯᎠᏃ ᏄᎵᏍᏔᏅᎩ, ᎾᏍᎩ ᎿᏉ ᏫᎣᏥᎷᏤᎸ ᎯᏅᏏᏓᏍᏗ ᎡᏙᏓ, ᎣᏥᏃᏁᎸᎩ ᏂᏣᏪᏒ ᏣᎬᏫᏳᎯ.
Our father said, 'Go again, buy us a little food.'	ᎣᎩᏙᏓᏃ ᎯᎠ ᏄᏪᏒᎩ, ᏔᎵᏁ ᏥᏤᎾ, ᎤᏍᏗ ᎠᎵᏍᏓᏴᏗ ᏫᏍᎩᏩᎯᏏ.
We said, 'We can't go down. If our youngest brother is with us, then we will go down: for we may not see the man's face, unless our youngest brother is with us.'	ᎯᎠᏃ ᏃᎩᏪᏒᎩ, ᎥᏝ ᏴᎦᏲᏤᎾ; ᎢᏳᏍᎩᏂ ᎣᏂ ᎡᎯ ᏍᎩᏅᏟ ᏲᏤᎭ, ᎩᎳ ᏲᏤᎾ; ᎥᏝᏰᏃ ᏴᎦᏲᏥᎪᏩᏛ ᎾᏍᎩ ᎠᏍᎦᏯ ᎤᎧᏛ, ᎬᏂ ᎣᏂ ᎡᎯ ᏍᎩᏅᏟ ᏲᏤᎭ.
Your servant, my father, said to us, 'You know that my wife bore me two sons:	ᎯᏅᏏᏓᏍᏗᏃ ᎡᏙᏓ ᎯᎠ ᏃᎩᏪᏎᎸᎩ, ᏂᎯ ᎢᏥᎦᏔᎭ ᎠᏆᏓᎵᎢ ᎠᏂᏔᎵᏉ ᎠᏂᏧᏣ ᏓᎩᎾᏄᎪᏫᏎᎸᎢ;
and the one went out from me, and I said, "Surely he is torn in pieces;" and I haven't seen him since.	ᏌᏉᏃ ᎢᎸᎯᏢ ᏩᎩᎶᎯᏎᎸᎢ, ᎠᎴ ᎯᎠ ᎾᎩᏪᏒᎢ, ᎤᏙᎯᏳᎯᏯ ᎠᏥᏓᎦᎸᎢᏒ; ᎥᏝᏃ ᎣᏂ ᏱᏥᎪᎣᎢ;
If you take this one also from me, and harm happens to him, you will bring down my gray hairs with sorrow to Sheol .'	ᎢᏳᏃ ᎾᏍᏉ ᎯᎠ ᏱᏍᎩᏯᏅᎡᎸ ᎠᎴ ᎤᏲ ᏱᏄᎵᏍᏓᏁᎸ, ᎤᏁᎬ ᏗᎩᏍᏗᏰᎩ ᏧᏂᏲᎱᏒᎯ ᏩᏁᎲ ᏮᏓᏍᎩᏯᏘᏃᎵ ᎤᏲ ᎬᏆᏓᏅᏘ.
Now therefore when I come to your servant my father, and the boy is not with us; since his life is bound up in the boy's life;	ᎢᏳᏃ ᎾᏍᎩ ᏫᏥᎷᏤᎸᎭ ᎯᏅᏏᏓᏍᏗ ᎡᏙᏓ, ᏃᏤᎲᎾᏃ ᎢᎨᏎᏍᏗ ᎠᏫᏄᏣ, (ᎤᏩᏒᏰᏃ ᎬᏅᎠᏫᏄᏣ ᎬᏅ ᎬᎿᏗᏍᏗ;)
it will happen, when he sees that the boy is no more, that he will die. Your servants will bring down the gray hairs of your servant, our father, with sorrow to Sheol .	ᎯᎠ ᏅᏓᎦᎵᏍᏔᏂ, ᎿᏉ ᎠᎪᎲ ᎠᏫᏄᏣ ᏃᏤᎲᎾ ᎨᏒᎢ, ᎾᏍᎩ ᏛᏲᎱᏏᏉ; ᎠᎴ ᏘᏅᏏᏗ ᎾᏍᎩ ᎤᏁᎬ ᏧᏍᏘᏰᎩ ᎯᏅᏏᏓᏍᏗ ᎣᎩᏙᏓ ᏧᏂᏲᎱᏒᎩ ᏩᏁᎲ ᏮᏓᏲᏣᏘᏃᎵ ᎤᏲ ᎬᏩᏓᏅᏘ.
For your servant became collateral for the boy to my father, saying, 'If I don't bring him to you, then I will bear the blame to my father forever.'	ᎠᏴᏰᏃ ᏍᎩᏅᏏᏓᏍᏗ ᏔᎵ ᏥᏯᏛᏓᏁᎸᎩ ᎠᏫᏄᏣ, ᎡᏙᏓ ᏥᏯᏚᏓᎳᏁᎸᎩ, ᎯᎠ ᎾᎩᏪᏒᎩ, ᎢᏳᏃ ᏔᎵᏁ ᏂᎬᏯᏘᏃᎮᎸᎾ ᎢᎨᏎᏍᏗ, ᎠᏴ ᎬᏍᎦᏅᏤᎸᎯ ᎨᏎᏍᏗ ᎡᏙᏓ ᏂᎪᎯᎸᎢ.
Now therefore, please let your servant stay instead of the boy, a bondservant to my lord; and let the boy go up with his brothers.	ᎾᏍᎩ ᎢᏳᏍᏗ ᎯᏅᏏᏓᏍᏗ ᏩᏘᎩᏴ ᏩᏓᏁᏟᏴᏍᏓᏏ ᎠᏫᏄᏣ, ᎾᏍᎩ ᎯᎾᏝᎢ ᏫᏂᎦᎵᏍᏓ ᏩᎬᏫᏳᎯ; ᎠᏫᏄᏣᏃ ᏧᏂᎵ ᏫᎠᏁᎾ.
For how will I go up to my father, if the boy isn't with me?--lest I see the evil that will come on my father."	ᎦᏙᏰᏃ ᏱᎦᎵᏍᏙᏓ ᎡᏙᏓ ᏱᏫᏥᎷᏥᏏ, ᎠᏫᏄᏣ ᏃᏍᏕᎲᎾ ᏱᎩ? ᎠᎴ ᏱᏥᎪᏩᏛ ᎤᏲ ᎢᏳᎵᏍᏓᏁᏗ ᎨᏒ ᎡᏙᏓ?
Chapter 45	ᎠᏯᏙᎸᎢ 45
Then Joseph couldn't control himself before all those who stood before him, and he cried, "Cause everyone to go out from me!" No one else stood with him, while Joseph made himself known to his brothers.	ᏦᏩᏃ ᎥᏝ ᎬᏩᏛᏂᏗᏍᏗ ᏱᎨᏎ ᏂᎦᏛ ᎠᏂᎦᏔᎲ ᎾᏍᎩ ᎾᎿ ᎠᏂᏙᎾᎢ; ᎾᏍᎩᏃ ᎯᎠ ᏄᏪᏎᎢ, ᏂᎦᏛ ᎩᏄᎪᏩ ᏥᏯᎥᎢ; ᎥᏝᏃ ᎩᎶ ᏦᏩ ᏱᏓᏂᏙᎨ, ᎬᏂᎨᏒ ᏂᏚᏩᏁᎸ ᎠᎾᎵᏅᏟ ᎾᏍᎩ ᎨᏒᎢ.
He wept aloud. The Egyptians heard, and the house of Pharaoh heard.	ᎠᏍᏓᏯᏃ ᏚᏠᏱᎴᎢ; ᎢᏥᏈᏱᏃ ᎠᏁᎯ ᎤᎾᏛᎦᏁᎢ, ᎠᎴ ᏇᎵᏲ ᏚᏓᏘᎾᎥ ᎤᎾᏛᎦᏁᎢ.
Joseph said to his brothers, "I am Joseph! Does my father still live?" His brothers couldn't answer him; for they were terrified at his presence.	ᏦᏩᏃ ᎯᎠ ᏂᏚᏪᏎᎴ ᎠᎾᎵᏅᏟ, ᎠᏴ ᏦᏩ; ᎡᏙᏓᏍᎪ ᎠᏏᏉᎡᎭ? ᎠᎾᎵᏅᏟᏃ ᎥᏝ ᎦᎬᏩᏁᏤᏗ ᏱᎨᏎᎢ; ᎤᎾᏕᏯᏙᏗᏍᎨᏰᏃ ᎬᏩᎪᏩᏗᏍᎬᎢ.
Joseph said to his brothers, "Come near to me, please." They came near. "He said, I am Joseph, your brother, whom you sold into Egypt.	ᏦᏩᏃ ᎯᎠ ᏂᏚᏪᏎᎴ ᎠᎾᎵᏅᏟ, ᎾᎥ ᏍᎩᎷᏥᏏ; ᎾᎥᏃ ᎤᏂᎷᏤᎢ. ᎯᎠᏃ ᏄᏪᏎᎢ, ᎠᏴ ᏦᏩ ᎢᏥᏅᏟ, ᎾᏍᎩ ᎢᏥᏈᏱ ᏩᎦᏘᏅᏍᏙᏗᏱ ᏤᏥᎾᏗᏅᏒᎩ.
Now don't be grieved, nor angry with yourselves, that you sold me here, for God sent me before you to preserve life.	ᎿᏉᏃ ᎥᏞᏍᏗ ᎤᏲ ᏱᏣᏓᏅᏖᏍᏗ, ᎠᎴ ᏞᏍᏗ ᎢᏨᏒ ᏱᏣᏓᏂᏆᏘᎮᏍᏗ, ᎾᏍᎩ ᎡᏍᎦᏂ ᏗᏍᎩᎾᏗᏅᏍᏔᏅᎢ; ᎤᏁᎳᏅᎯᏰᏃ ᎢᎬᏱ ᏗᎩᏅᏎ ᏓᏅᏅ [ᏴᏫ] ᏗᎦᏥᏍᏕᎸᎡᏗᏱ.
