Gospel of Matthew	ᎣᏍᏛ ᎧᏃᎮᏛ ᎹᏚ ᎤᏬᏪᎳᏅᎯ
Therefore, lift up the hands that hang down and the feeble knees,	ᎾᏍᎩ ᎢᏳᏍᏗ ᏗᏥᏌᎳᏛᎦ ᏗᏦᏰᏂ ᎡᎳᏗ ᎢᏧᎵᏍᏔᏅᎯ ᏥᎩ, ᎠᎴ ᏗᏥᏂᎨᏂ ᏗᏩᎾᎦᎳᎢ;
and make straight paths for your feet, so that which is lame may not be dislocated, but rather be healed.	ᎥᎾᏕᏍᎩ ᏂᏨᎦ ᏕᎦᏅᏅ ᎢᏥᎶᎯᏍᏗᏱ, ᎾᏍᎩᏃ ᎠᏲᎤᎵ ᎨᏒ ᏞᏍᏗ ᏳᏂᎪᎸᏍᏔᏁᏍᏗ; ᎧᏅᏬᏗᏉᏍᎩᏂ ᎨᏎᏍᏗ.
Follow after peace with all men, and the sanctification without which no man will see the Lord,	ᏅᏩᏙᎯᏯᏛ ᏕᏥᎧᎿᏩᏗᏎᏍᏗ ᎾᏂᎥᏉ ᎪᎱᏍᏗ ᏕᏣᏓᏛᏗᏍᎬᎢ, ᎠᎴ ᎾᏍᎦᏅᎾ ᎨᏒᎢ, ᎧᏂᎩᏛ ᏱᎩ ᎾᏍᎩ, ᎥᏝ ᎩᎶ ᏰᎵ ᎤᎬᏫᏳᎯ ᎬᏩᎪᏩᏛᏗ ᏱᎩ;
looking carefully lest there be any man who falls short of the grace of God; lest any root of bitterness springing up trouble you, and many be defiled by it;	ᎢᏤᏯᏔᎯᏳ ᎨᏎᏍᏗ ᎾᏍᎩᏃ ᏞᏍᏗ ᎩᎶ ᎡᏍᎦ ᎤᏬᎭᏒᎩ ᎤᏁᎳᏅᎯ ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒᎢ; ᏞᏍᏗ ᎤᏴᏍᏗ ᎤᎿᏍᏕᏢ ᎦᎾᏄᎪᎬ ᎢᏣᏕᏯᏙᏔᏅᎩ, ᎠᎴ ᎾᏍᎩ ᎢᏳᏩᏂᏌᏛ ᎤᏂᏣᏘ ᎦᏓᎭ ᎢᏳᎾᎵᏍᏔᏅᎩ;
lest there be any sexually immoral person, or profane person, like Esau, who sold his birthright for one meal.	ᏞᏍᏗ ᎩᎶ ᎤᏕᎵᏛ ᏗᏂᏏᎲᏍᎩ ᏱᏣᏓᏑᏰᏍᏗ, ᎠᎴ ᎠᏍᎦᎾ ᏴᏫ, ᎢᏐ ᎾᏍᎩᏯᎢ, ᎤᏍᎩ ᏌᏉᏉ ᎢᏯᎵᏍᏓᏴᏗ ᏥᏚᎬᏩᎶᏔᏁ ᏧᎾᏗᏅᏎ ᎢᎬᏱ ᎡᎯ ᎨᏒᎢ.
For you know that even when he afterward desired to inherit the blessing, he was rejected, for he found no place for a change of mind though he sought it diligently with tears.	ᎢᏥᎦᏔᎭᏰᏃ ᎣᏂ ᎢᏴᏛ ᎣᏍᏛ ᎢᏯᎦᏛᏁᏗᏱ ᏧᏚᎵᏍᎨ ᏣᏥᏐᏅᎢᏍᏔᏁᎢ; ᎥᏝᏰᏃ [ᎤᏙᏓ] ᎤᏓᏅᏛ ᎬᏩᏁᏟᏴᏍᏗ ᎨᏒ ᏳᏩᏛᎮᎢ, ᎤᎵᏏᎾᎯᏍᏗᏳᏍᎩᏂᏃᏅ ᎠᎴ ᏗᎬᎦᏌᏬᎢᎯ ᎤᏲᎴᎢ.
For you have not come to a mountain that might be touched, and that burned with fire, and to blackness, darkness, storm,	ᎥᏝᏰᏃ ᎣᏓᎸ ᎬᏒᏂᏍᏗ ᎨᏒ ᏱᏥᎷᏨ, ᎠᎴ ᎾᏍᎩ ᏣᏓᏪᎵᎩᏍᎨᎢ, ᎥᏝ ᎠᎴ ᎬᎿᎨ ᎤᎶᎩᎸᎢ, ᎠᎴ ᎤᎵᏏᎩᏳ ᎰᏒ ᎠᎴ ᎦᏃᎸᎥᏍᎬᎢ,
the sound of a trumpet, and the voice of words; which those who heard it begged that not one more word should be spoken to them,	ᎠᎴ ᎠᏤᎷᎩ ᎤᏃᏴᎬᎢ, ᎠᎴ ᎧᏁᎬ ᎤᏃᏴᎬᎢ; ᎾᏍᎩᏃ ᎤᎾᏛᎦᏅᎯ ᎤᏂᏔᏲᎴ ᏔᎵᏁ ᎾᏍᎩ ᎢᎨᏂᏪᏎᏗᏱ ᏂᎨᏒᎾ.
for they could not stand that which was commanded, "If even an animal touches the mountain, it shall be stoned;"	ᎥᏝᏰᏃ ᎣᏏᏳ ᏳᏂᏰᎸᏁ ᏄᏍᏛ ᎤᎵᏁᏨᎢ, ᎾᏍᎩ ᎦᎾᏜᎢᏉ ᎾᏍᏉ ᏳᏃᏟᏍᏔ ᎣᏓᎸᎢ ᎠᏎ ᏅᏯ ᏣᎬᏂᏍᏙᏗ ᎨᏒᎢ, ᎠᎴ ᎠᏥᏲᏍᏗᏉ ᎨᏒ ᏗᎬᏩᎶᏒᎯ.
and so fearful was the appearance, that Moses said, "I am terrified and trembling."	ᎠᎴ ᎤᏂᎪᎲ ᎤᏣᏘ ᎤᎾᏰᎯᏍᏗᏳ ᎨᏒ ᎾᏍᎩ ᎢᏳᏍᏗ ᎼᏏ ᎯᎠ ᏄᏪᏎᎢ, ᎤᏣᏘ ᏥᎾᏰᏍᎦ ᎠᎴ ᎠᎩᎾᏫᎭ.
But you have come to Mount Zion, and to the city of the living God, the heavenly Jerusalem, and to innumerable multitudes of angels,	ᏌᏯᏂᏍᎩᏂ ᎣᏓᎸ ᎢᏥᎷᏨ, ᎠᎴ ᎬᏂᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵ ᎦᏚᎲᎢ, ᎾᏍᎩ ᏥᎷᏏᎵᎻ ᎦᎸᎳᏗ ᎡᎯ, ᎠᎴ ᏗᎬᏎᎰᎲᏍᏗ ᏂᎨᏒᎾ ᎨᏥᏅᏏᏓᏍᏗ ᏧᎾᏓᏡᎬᎢ,
to the general assembly and assembly of the firstborn who are enrolled in heaven, to God the Judge of all, to the spirits of just men made perfect,	ᎠᎴ ᎾᎿ ᏂᎦᏗᏳ ᎤᎾᏓᏟᏌᎲᎢ, ᎠᎴ ᎢᎬᏱ ᎤᎾᏕᏅᎯ ᏧᎾᏁᎶᏗ ᎤᎾᏓᏡᎬᎢ, ᎾᏍᎩ [ᏚᎾᏙᎥ] ᎦᎸᎳᏗ ᏥᏕᎪᏪᎳ, ᎠᎴ ᎾᎿ ᎤᏁᎳᏅᎯ ᏂᎦᏗᏳ ᏗᎫᎪᏓᏁᎯ [ᎡᎲᎢ,] ᎠᎴ ᎾᎿ ᏧᎾᏓᏅᏙ ᎤᎾᏓᏅᏘ ᏴᏫ ᎾᏂᏍᎦᏅᎾ ᎢᎨᎬᏁᎸᎯ [ᎠᏁᎲᎢ,]
to Jesus, the mediator of a new covenant, and to the blood of sprinkling that speaks better than that of Abel.	ᎠᎴ ᎾᎿ ᏥᏌ [ᎡᎲᎢ] ᎾᏍᎩ ᎠᏰᎵ ᎠᎴᎲᏍᎩ ᎢᏤ ᎧᏃᎮᏛ ᏓᏠᎯᏍᏛᎢ, ᎠᎴ ᎾᎿ ᎩᎬ ᎠᏍᏚᏢᎯ ᎨᏒᎢ, ᎾᏍᎩ ᎤᏟ ᎢᏲᏍᏛ ᎠᏔᏲᎯᎯ ᏥᎩ ᎡᏍᎦᏉ ᎡᏈᎵ [ᎤᎩᎬ.]
See that you don't refuse him who speaks. For if they didn't escape when they refused him who warned on the earth, how much more will we not escape who turn away from him who warns from heaven,	ᎢᏤᏯᏔᎮᏍᏗ ᏞᏍᏗᏉ ᎡᏥᏲᎢᏎᎸᎩ ᎾᏍᎩ Ꮎ ᏥᎧᏁᎦ. ᎢᏳᏰᏃ ᏄᎾᏓᏗᏫᏎᎸᎾ ᏱᎩ ᎾᏍᎩ Ꮎ ᎤᏂᏲᎢᏎᏛ ᎡᎶᎯ ᎤᏁᏨᎯ, ᎤᏟᎯᏳ ᎬᏩᏟᏍᏗ ᎢᎦᏓᏗᏫᏎᏗᏱ ᎢᏳᏃ ᎢᏴᏛ ᏱᏁᏓᏛᏁᎸ ᎦᎸᎳᏗ ᏨᏗᎧᏁᎦ;
whose voice shook the earth then, but now he has promised, saying, "Yet once more I will shake not only the earth, but also the heavens."	ᎾᏍᎩ Ꮎ ᎧᏁᎬ ᎾᎯᏳ ᎡᎶᎯ ᎤᏖᎸᏁᎢ; ᎠᏎᏃ ᎪᎯ ᎨᏒ ᎤᏚᎢᏍᏔᏅ, ᎯᎠ ᏄᏪᏒ, ᎠᏏ ᏌᏉ ᏅᏓᏥᏖᎸᏂ ᎥᏝ ᎡᎶᎯᏉ ᎤᏩᏒ, ᎦᎸᎶᎢᏍᎩᏂ ᎾᏍᏉ.
This phrase, "Yet once more," signifies the removing of those things that are shaken, as of things that have been made, that those things which are not shaken may remain.	ᎾᏍᎩᏃ ᎯᎠ ᏥᏂᎦᏪᎭ ᎠᏏ ᏌᏉᎢ, ᎾᏍᎩ ᎢᏴᏛ ᎢᏗᎬᏁᏗ ᎨᏒ ᎾᏍᎩ ᏗᏖᎸᏅᎯ ᎨᏒ ᎦᏛᎦ, ᎾᏍᎩ ᏗᎪᏢᏅᎯᏉ ᎾᏍᎩᏯᎢ, ᎾᏍᎩᏃ Ꮎ ᏧᏓᎴᏅᏛ ᏗᎬᏤᎸᏗ ᏂᎨᏒᎾ ᎨᏒ ᎾᎿᏉ ᏗᏍᏆᏂᎪᏙᏗ ᎢᏳᎵᏍᏙᏗᏱ.
Therefore, receiving a Kingdom that can't be shaken, let us have grace, through which we serve God acceptably, with reverence and awe,	ᎾᏍᎩ ᎢᏳᏍᏗ ᎾᏍᎩ ᎠᏴ ᏗᎦᏓᏂᎸᏨᎯ ᏥᎩ ᎤᎬᏫᏳᎯ ᎤᏤᎵᎪᎯ ᎨᏒ ᎾᏍᎩ ᎬᏖᎸᏗ ᏂᎨᏒᎾ, ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᎢᎩᎮᏍᏗ, ᎾᏍᎩ ᎢᏛᏗᏍᎬ ᎤᏁᎳᏅᎯ ᎣᏍᏛ ᎤᏰᎸᏗ ᏗᎨᎩᎸᏫᏍᏓᏁᏗ ᏱᎩ, ᎦᎸᏉᏗᏳ ᎨᏒ, ᎠᎴ ᎤᏁᎳᏅᎯ ᎦᎾᏰᎯᏍᏗ ᎨᏒ ᏔᎵ ᎢᎬᏗᏕᎬᎢ.
for our God is a consuming fire.	ᎢᎦᏁᎳᏅᎯᏰᏃ ᎠᏥᎸ ᎠᏓᎪᎲᏍᏗᏍᎩ.
Chapter 13	ᎠᏯᏙᎸᎢ 13
Let brotherly love continue.	ᎠᎾᎵᏅᏟ ᏗᎨᏳᏗ ᎨᏒ ᏅᏩᏍᏗᏗᏎᏍᏗᏉ.
Don't forget to show hospitality to strangers, for in doing so, some have entertained angels without knowing it.	ᏞᏍᏗ ᏱᏨᎨᏫᏍᎨᏍᏗ ᏂᏗᏣᏓᎦᏔᎲᎾ ᏗᏥᏍᏆᏂᎪᏙᏗᏱ; ᎩᎶᏰᏃ ᎾᏍᎩ ᎾᎾᏛᏁᎲ ᎦᎸᎳᏗ ᎠᏁᎯ ᎨᏥᏅᏏᏓᏍᏗ ᏧᏂᏍᏆᏂᎪᏔᏅᎯ ᎢᎩ.
Remember those who are in bonds, as bound with them; and those who are ill-treated, since you are also in the body.	ᏕᏣᏅᏓᏗᏍᎨᏍᏗ ᏗᎨᎦᎸᎢᏛ ᎨᏒᎢ, ᎾᏍᎩᏯ ᎢᏧᎳᎭ ᏥᏕᏣᎸᎣᎢ; ᎠᎴ ᎾᏍᎩ Ꮎ ᎤᏲ ᎢᎨᎬᎾᏕᎩ, ᎢᏨᏒᏰᏃ ᎾᏍᏉ ᎠᏰᎸ ᎢᏤᎭ.
Let marriage be held in honor among all, and let the bed be undefiled: but God will judge the sexually immoral and adulterers.	ᏗᏨᏍᏗ ᎨᏒ ᎾᏂᎥᏉ ᎠᏁᎲ ᎦᎸᏉᏗᏳ ᎨᏎᏍᏗ ᎠᎴ ᏓᎾᏤᎲ ᎦᎳᏫᏎᏗ ᏂᎨᏒᎾ ᎨᏎᏍᏗ; ᎤᏕᎵᏛᏍᎩᏂ ᏗᎾᏂᏏᎲᏍᎩ ᎠᎴ ᏗᎾᏓᏲᏁᎯ ᎤᏁᎳᏅᎯ ᏙᏓᎫᎪᏓᏁᎵ.
Be free from the love of money, content with such things as you have, for he has said, "I will in no way leave you, neither will I in any way forsake you."	ᏕᏥᎸᏫᏍᏓᏁᎲ ᏞᏍᏗ ᏧᎬᏩᎶᏗ ᎠᎬᎥᎯᏍᏗ ᎨᏒ ᏳᎵᏠᏯᏍᏕᏍᏗ; ᎠᎴ ᏰᎵᏉ ᎢᏥᏰᎵᏎᏍᏗ ᏄᏍᏛ ᎪᎱᏍᏗ ᎢᏥᎲᎢ; ᎯᎠᏰᏃ ᎢᏳᏪᏛ ᎢᎩ, ᎥᏝ ᎢᎸᎯᏳ ᎤᏁᎳᎩ ᏴᎦᎬᏰᎵᏏ, ᎥᏝ ᎠᎴ ᏴᎦᎬᏴᏕᎩ.
So that with good courage we say, "The Lord is my helper. I will not fear. What can man do to me?"	ᎾᏍᎩ ᎢᏳᏍᏗ ᏂᏗᎾᏰᏍᎬᎾ ᎯᎠ ᎢᎨᎩᏪᏍᏗ, ᎤᎬᏫᏳᎯ ᎠᎩᏍᏕᎵᏍᎩ, ᎠᎴ ᎥᏝ ᏴᎦᏥᏍᎦᏯ ᏴᏫ ᎢᎦᎬᏋᏁᏗ ᎨᏒᎢ.
Remember your leaders, men who spoke to you the word of God, and considering the results of their conduct, imitate their faith.	ᏕᏣᏅᏓᏗᏍᎨᏍᏗ ᎾᏍᎩ Ꮎ ᎨᏣᎦᏌᏯᏍᏗᏕᎩ, ᎾᏍᎩ Ꮎ ᎤᏁᎳᏅᎯ ᎤᏤᎵ ᎧᏃᎮᏛ ᎨᏥᎾᏄᎪᏫᏎᎸᎯ; ᎾᏍᎩ ᏄᏍᏛ ᎤᏃᎯᏳᏒ ᎢᏥᏍᏓᏩᏗᏎᏍᏗ, ᎣᏍᏛ ᎢᏣᏓᏅᏖᎯᏌᏛ ᎨᏎᏍᏗ ᏄᏍᏛ ᏭᎵᏰᎢᎶᎸ ᏚᏂᎸᏫᏍᏓᏁᎸᎢ,
Jesus Christ is the same yesterday, today, and forever.	ᏥᏌ ᎦᎶᏁᏛ ᏅᏩᏍᏗᏉ ᎤᏒᎯ ᏥᏄᏍᏛ, ᎠᎴ ᎪᎯ ᎢᎦ, ᎠᎴ ᎤᎵᏍᏆᏗᏍᏗ ᏂᎨᏒᎾ.
Don't be carried away by various and strange teachings, for it is good that the heart be established by grace, not by food, through which those who were so occupied were not benefited.	ᏞᏍᏗ ᎫᏓᎴᏅᏛ ᎠᎴ ᏂᏥᎦᏔᎲᎾ ᏗᏕᏲᏗ ᎨᏒ ᏱᏗᏣᏘᏂᏙᎮᏍᏗ; ᎣᏏᏳᏰᏃ ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᏳᎵᏍᏓᏱᏗᏍᏗ ᎣᎾᏫ; ᎥᏝᏃ ᏄᏍᏛᏉ ᎥᎵᏍᏓᏴᎲᏍᎬᎢ, ᎾᏍᎩ ᎪᎱᏍᏗ ᎤᎾᎵᏍᏕᎸᏙᏗ ᏭᎵᏰᎢᎶᎸᎯ ᏂᎨᏒᎾ ᎨᏒ ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᎾᎦᏌᏯᏍᏔᏅᎯ ᎨᏒᎢ.
We have an altar from which those who serve the holy tabernacle have no right to eat.	ᎠᏥᎸ-ᎨᎳᏍᏗᏱ ᎢᎪᏢᎭ, ᎾᎿ ᎥᏝ ᏱᏚᏳᎪᏗ ᎤᎾᎵᏍᏓᏴᏗᏱ ᎦᎵᏦᏛᏉ ᎪᎱᏍᏗ ᎠᎾᏛᏁᎯ ᏥᎩ.
For the bodies of those animals, whose blood is brought into the holy place by the high priest as an offering for sin, are burned outside of the camp.	ᎠᎴᏬ ᏅᎩ ᏗᏂᏅᏌᏗ ᎤᏂᎩᎬ ᎦᎸᏉᏗᏳ ᏗᎨᏒ ᏥᏫᎦᏁᏨᏍᏗᏍᎨ ᏄᎬᏫᏳᏒ ᎠᏥᎸ-ᎨᎶᎯ ᎠᏍᎦᏂ ᎠᎫᏴᏙᏗ, ᎾᏍᎩ ᏗᏂᏰᎸ ᎦᎵᏦᏛ ᏙᏱᏗᏢ ᏓᎾᎪᎲᏍᏗᏍᎨᎢ.
Therefore Jesus also, that he might sanctify the people through his own blood, suffered outside of the gate.	ᎾᏍᎩ ᎢᏳᏍᏗ ᏥᏌ ᎾᏍᏉ, ᎾᏍᎩ, ᎾᏂᏍᎦᏅᎾ ᎢᏧᏩᏁᏗᏱ ᏴᏫ ᎤᏩᏒ ᎤᎩᎬ ᎬᏗᏍᎬᎢ, ᎦᎶᎯᏍᏗᏱ [ᏥᎷᏏᎵᎻ] ᏙᏱᏗᏢ ᎤᎩᎵᏲᏤᎢ.
Let us therefore go out to him outside of the camp, bearing his reproach.	ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏕᎾ ᏪᏗᎷᏥ ᎦᎵᏦᏛ ᏙᏱᏗᏢ, ᎢᎦᏠᏯᏍᏗᏍᎨᏍᏗ ᎦᏰᏥᏐᏢᏗᏍᎬᎢ;
For we don't have here an enduring city, but we seek that which is to come.	ᎠᏂᏰᏃ ᎥᏝ ᎠᏲᎩ ᏂᎨᏒᎾ ᏱᎩᏚᎭ, ᎢᎩᏲᎭᏍᎩᏂ ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᎵᏴᎢᎶᎯᏍᏗ ᎨᏒᎢ.
Through him, then, let us offer up a sacrifice of praise to God continually, that is, the fruit of lips which proclaim allegiance to his name.	ᎾᏍᎩ ᎢᏳᏍᏗ, ᎾᏍᎩ ᎢᏳᏩᏂᏌᏛ ᏂᎪᎯᎸ ᎤᏁᎳᏅᎯ ᎦᎸᏉᏙᏗ ᎨᏒ ᎢᏓᎵᏍᎪᎸᏗᏍᎨᏍᏗ, ᎾᏍᎩ ᏕᎩᎭᎦᎸ ᏧᎾᏄᎪᏫᏒᎯ ᎢᏓᎵᏍᎪᎸᏗᏍᎨᏍᏗ, ᎾᏍᎩ ᏕᎤᏙᎥ ᎬᏂᎨᏒ ᏂᏛᏁᎲ ᎡᏓᎵᎡᎵᏤᎲᎢ.
But don't forget to be doing good and sharing, for with such sacrifices God is well pleased.	ᎣᏍᏛᏍᎩᏂ ᏗᏥᎸᏫᏍᏓᏁᏗᏱ ᎠᎴ ᎢᏣᏓᏁᏗᏱ ᏞᏍᏗ ᎢᏨᎨᏫᏒᎩ; ᎾᏍᎩᏰᏃ ᎢᏳᏍᏗ ᏗᎵᏍᎪᎸᏙᏗ ᎨᏒ ᎣᏏᏳ ᎤᏰᎸᎭ ᎤᏁᎳᏅᎯ.
Obey your leaders and submit to them, for they watch on behalf of your souls, as those who will give account, that they may do this with joy, and not with groaning, for that would be unprofitable for you.	ᏕᏦᎯᏳᏎᏍᏗ ᎾᏍᎩ Ꮎ ᎨᏣᎦᏌᏯᏍᏗᏕᎩ, ᎠᎴ ᏕᏣᏓᏲᏍᎨᏍᏗᏉ; ᏗᏣᏓᏅᏙᏰᏃ ᏚᎾᎦᏌᏯᏍᏗᏕᎦ, ᎾᏍᎩᏯ ᎢᏳᎾᏛᏁᏗ ᏥᎩ ᎾᏍᎩ Ꮎ ᎬᏂᎨᏒ ᎢᏳᏅᏁᏗ ᏥᎨᏐ ᏄᎾᏛᏁᎵᏙᎸᎢ; ᎾᏍᎩ ᎠᎾᎵᎮᎵᎬ ᎬᏂᎨᏒ ᎢᎬᏩᏅᏁᏗ ᏱᎩ, ᎥᏝᏃ ᎤᏲᏉ ᏚᎾᏓᏅᏛᎢ; ᎾᏍᎩᏰᏃ ᎥᏝ ᎨᏣᎵᏍᏕᎸᏙᏗ ᏱᎩ.
Pray for us, for we are persuaded that we have a good conscience, desiring to live honorably in all things.	ᎢᏣᏓᏙᎵᏍᏗᏍᎬ ᎠᏴ ᏍᎩᏁᎢᏍᏗᏍᎨᏍᏗ; ᎣᎪᎯᏳᎭᏰᏃ ᎣᏏᏳ ᏂᏙᎬᏅ ᏦᎦᏓᏅᏙ, ᎠᎴ ᎣᎦᏚᎵᎭ ᏂᎦᎥᏉ ᏃᏣᏛᏁᎵᏙᎲ ᏱᏍᏛ ᎢᏲᎦᏛᏁᏗᏱ.
I strongly urge you to do this, that I may be restored to you sooner.	ᎯᎠᏍᎩᏂᏃᏅ ᎢᏣᏛᏁᏗᏱ ᎤᏟ ᎢᎦᎢ ᎢᏨᏍᏗᏰᏗᎭ, ᎾᏍᎩ ᏞᎦᎾᎨ ᏗᏤᎲ ᏔᎵᏁ ᏮᏆᏘᏃᎯᏍᏗᏱ.
Now may the God of peace, who brought again from the dead the great shepherd of the sheep with the blood of an eternal covenant, our Lord Jesus,	ᎤᏁᎳᏅᏗᏃ ᏅᏩᏙᎯᏯᏛ ᎠᏓᏁᎯ, ᎾᏍᎩ ᎢᎦᏤᎵ ᎤᎬᏫᏳᎯ ᏥᏌ ᎤᏲᎱᏒ ᏔᎵᏁ ᏧᎴᏔᏅᎯ ᏥᎩ, ᎾᏍᎩ Ꮎ ᎠᏥᎸᏉᏗ ᎠᏫ-ᏗᎦᏘᏯ ᎢᏯᎬᏁᎸᎯ, ᎬᏔᏅᎯ ᎩᎬ, ᎠᏲᎩ ᏂᎨᏒᎾ ᎧᏃᎮᏛ ᏓᏠᎯᏍᏛ ᎠᏍᏓᏱᏗᏍᎩ,
make you complete in every good work to do his will, working in you that which is well pleasing in his sight, through Jesus Christ, to whom be the glory forever and ever. Amen.	ᏂᏥᎪᎸᎾ ᎢᏨᏁᏗ ᎨᏎᏍᏗ, ᏂᎦᎥ ᎣᏍᏛ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎾᏍᎩ ᏗᎨᏥᎸᏫᏍᏓᏁᏗ ᎣᏏᏳ ᎤᏰᎸᏗ ᎢᏳᎵᏍᏙᏗᏱ, ᎾᏍᎩ ᎣᏍᏛ ᎤᏰᎸᏗ ᎨᏒ ᎢᏣᏛᏁᏗᏱ ᏂᏨᏁᎲ ᏥᏌ ᎦᎶᏁᏛ ᎢᏳᏩᏂᏌᏛ; ᎾᏍᎩ ᎠᏥᎸᏉᏙᏗ ᎨᏎᏍᏗ ᏂᎪᎯᎸ ᎠᎴ ᏂᎪᎯᎸᎢ. ᎠᎺᏅ.
But I exhort you, brothers, endure the word of exhortation, for I have written to you in few words.	ᎠᎴ ᎢᏨᏍᏗᏰᏗᎭ, ᎢᏓᎵᏅᏟ, ᎤᏓᏅᏘ ᏗᏣᏓᏂᎸᎢᏍᏗᏱ ᎢᏨᏬᏁᏗᏍᎬᎢ; ᎢᎸᏍᎩᏉᏰᏃ ᎢᎧᏁᏨᎯ ᎢᏨᏬᏁᏓ ᎠᏂ ᎪᏪᎵᎯ.
Know that our brother Timothy has been freed, with whom, if he comes shortly, I will see you.	ᎢᏣᏅᏖᏍᏗ ᎾᏍᎩ ᏗᎹᏗ ᎢᏓᎵᏅᏟ ᎤᏁᎳᏛᎢ; ᎢᏳᏃ ᏂᎪᎯᎸᎾ ᎢᎦᎷᏨᎭ ᎢᏨᎪᏩᏛᏗ ᎢᎨᏎᏍᏗ ᎾᏍᎩ ᎣᏍᏕᎮᏍᏗ.
Greet all of your leaders and all the saints. The Italians greet you.	ᏕᏥᏲᎵᎸᎭ ᏂᎦᏛ ᎨᏣᎦᏌᏯᏍᏗᏕᎩ, ᎠᎴ ᏂᎦᏛ ᎤᎾᏓᏅᏘ. ᎢᏓᎵ ᎠᏁᎯ ᏫᎨᏥᏲᎵᎦ.
Grace be with you all. Amen.	ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᏕᏥᎧᎿᏩᏗᏙᎮᏍᏗ ᏂᏥᎥᎢ. ᎡᎺᏅ.
Epistle of James	ᏥᎻ ᎤᏬᏪᎳᏅᎯ
Chapter 1	ᎠᏯᏙᎸᎢ 1
James, a servant of God and of the Lord Jesus Christ, to the twelve tribes which are in the Dispersion: Greetings.	ᏥᎻ, ᎤᏁᎳᏅᎯ ᎠᎴ ᏥᏌ ᎦᎶᏁᏛ ᎬᏩᏅᏏᏛ, ᏫᏥᏲᎵᎦ ᏔᎳᏚ ᏂᏥᎳᏍᏓᎸ ᎢᏣᏗᎦᎴᏲᏨᎯ ᏥᎩ.
Count it all joy, my brothers, when you fall into various temptations,	ᎢᏓᎵᏅᏟ, ᎤᏣᏘ ᎤᎵᎮᎵᏍᏗᏳ ᎢᏥᏰᎸᏎᏍᏗ, ᎢᏳᏃ ᏧᏓᎴᏅᏛ ᎢᏥᎪᎵᏰᏍᎩ ᎢᏣᎵᏩᏛᎡᎮᏍᏗ.
knowing that the testing of your faith produces endurance.	ᎯᎠ ᎾᏍᎩ ᎢᏥᎦᏔᎮᏍᏗ, ᎢᏦᎯᏳᏒ ᎠᎪᎵᏰᏗ ᎨᏒ ᎢᏨᏂᏗᏳ ᏂᏨᏁᎲᎢ.
Let endurance have its perfect work, that you may be perfect and complete, lacking in nothing.	ᎠᏗᎾ ᎢᏨᏂᏗᏳ ᎨᏒ ᎤᎧᎵᏨᎯ ᏧᎸᏫᏍᏓᏁᏗ ᎨᏒ ᏚᎸᏫᏍᏓᏁᎮᏍᏗ; ᎾᏍᎩᏃ ᏂᎯ ᎢᏥᎧᎵᏨᎯ ᎠᎴ ᎢᏥᏃᏍᏛ ᎨᏎᏍᏗ, ᎪᎱᏍᏗ ᏂᏥᎪᎸᎾ.
But if any of you lacks wisdom, let him ask of God, who gives to all liberally and without reproach; and it will be given to him.	ᎢᏳᏃ ᎩᎶ ᏂᎯ ᎢᏤᎲ ᎠᎦᏙᎥᎯᏍᏗ ᎨᏒ ᎤᏂᎬᎨᏍᏗ, ᎤᏁᎳᏅᎯ ᎠᏔᏲᏎᎮᏍᏗ, ᎾᏍᎩ ᎾᏂᎥ ᏄᎵᏏᏅᏛᎾ ᏗᏁᎯᏥᎩ, ᎠᎴ ᏂᏓᏍᎦᎬᎾ ᏥᎩ; ᎠᎴ ᎠᏎ ᎠᏥᏁᏗ ᎨᏎᏍᏗ.
But let him ask in faith, without any doubting, for he who doubts is like a wave of the sea, driven by the wind and tossed.	ᎠᏗᎾ ᎤᏬᎯᏳᎯᏳ ᎨᏎᏍᏗ ᎠᏔᏲᎯᎮᏍᏗ, ᎪᎱᏍᏗ ᏄᏜᏏᏛᎡᎲᎾ; ᎤᏜᏏᏛᎡᎯᏰᏃ ᎾᏍᎩᏉ ᎠᎺᏉᎯ ᏓᎵᏍᏗᎳᏁᎬ ᎤᏃᎴ ᏧᏃᎸᏔᏂᏙᎰ ᎠᎴ ᏧᎨᎯᏙᎰᎢ.
For let that man not think that he will receive anything from the Lord.	ᏞᏍᏗ ᎾᏍᎩ ᎠᏍᎦᏯ, ᎤᎬᏫᏳᎯ ᎪᎱᏍᏗ ᏛᎩᏁᎵ, ᏰᎵᏍᎨᏍᏗ.
He is a double-minded man, unstable in all his ways.	ᎠᏍᎦᏯ ᏔᎵ ᎢᏳᏓᎢ ᎤᏓᏅᏛᎢ ᎤᏁᏟᏴᏌᏘ ᎨᏐᎢ ᏂᎦᎥ ᏚᎸᏫᏍᏓᏁᎲᎢ.
